query,title,docid,link,rel
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of the United Kingdom,31727,https://en.wikipedia.org/wiki/?curid=31727,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of the United States,32022,https://en.wikipedia.org/wiki/?curid=32022,1
What are the economic impacts of the COVID-19 pandemic on countries and industries,Tourism,29789,https://en.wikipedia.org/wiki/?curid=29789,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Deforestation,8103,https://en.wikipedia.org/wiki/?curid=8103,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,International Monetary Fund,15251,https://en.wikipedia.org/wiki/?curid=15251,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,ASEAN,106539,https://en.wikipedia.org/wiki/?curid=106539,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of Japan,15578,https://en.wikipedia.org/wiki/?curid=15578,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of Germany,11930,https://en.wikipedia.org/wiki/?curid=11930,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,OPEC,166346,https://en.wikipedia.org/wiki/?curid=166346,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Millennials,149183,https://en.wikipedia.org/wiki/?curid=149183,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Industrial Revolution,14914,https://en.wikipedia.org/wiki/?curid=14914,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Food security,216361,https://en.wikipedia.org/wiki/?curid=216361,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of France,67473,https://en.wikipedia.org/wiki/?curid=67473,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,United Kingdom,31717,https://en.wikipedia.org/wiki/?curid=31717,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of Australia,67533,https://en.wikipedia.org/wiki/?curid=67533,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Poverty,64959,https://en.wikipedia.org/wiki/?curid=64959,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Joe Biden,145422,https://en.wikipedia.org/wiki/?curid=145422,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Pfizer,62304,https://en.wikipedia.org/wiki/?curid=62304,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,West Africa,67393,https://en.wikipedia.org/wiki/?curid=67393,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Belt and Road Initiative,46258109,https://en.wikipedia.org/wiki/?curid=46258109,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Sustainable Development Goals,38647790,https://en.wikipedia.org/wiki/?curid=38647790,1
What are the economic impacts of the COVID-19 pandemic on countries and industries,Regional Comprehensive Economic Partnership,40331675,https://en.wikipedia.org/wiki/?curid=40331675,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,2020 United States presidential election,48410011,https://en.wikipedia.org/wiki/?curid=48410011,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Fourth Industrial Revolution,39773873,https://en.wikipedia.org/wiki/?curid=39773873,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Logistics Performance Index,36421033,https://en.wikipedia.org/wiki/?curid=36421033,1
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economic history of the United Kingdom,33643110,https://en.wikipedia.org/wiki/?curid=33643110,1
What are the economic impacts of the COVID-19 pandemic on countries and industries,Chinese economic reform,28178839,https://en.wikipedia.org/wiki/?curid=28178839,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Universal basic income,28310828,https://en.wikipedia.org/wiki/?curid=28310828,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,Eurasian Economic Union,27290106,https://en.wikipedia.org/wiki/?curid=27290106,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Anti-Chinese sentiment in the United States,33276200,https://en.wikipedia.org/wiki/?curid=33276200,1
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economic history of Italy,26294015,https://en.wikipedia.org/wiki/?curid=26294015,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,1991 Indian economic crisis,21803677,https://en.wikipedia.org/wiki/?curid=21803677,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Lost Decades,21475328,https://en.wikipedia.org/wiki/?curid=21475328,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Deforestation of the Amazon rainforest,19732090,https://en.wikipedia.org/wiki/?curid=19732090,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Great Depression,19283335,https://en.wikipedia.org/wiki/?curid=19283335,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economic liberalisation in India,20965908,https://en.wikipedia.org/wiki/?curid=20965908,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of China,19284336,https://en.wikipedia.org/wiki/?curid=19284336,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Post�World War II economic expansion,24854552,https://en.wikipedia.org/wiki/?curid=24854552,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Climate change in the United States,18246585,https://en.wikipedia.org/wiki/?curid=18246585,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Economy of Dubai,10854379,https://en.wikipedia.org/wiki/?curid=10854379,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,Slavery in the 21st century,17168143,https://en.wikipedia.org/wiki/?curid=17168143,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Tourism in Vietnam,14965573,https://en.wikipedia.org/wiki/?curid=14965573,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Contemporary history,10689543,https://en.wikipedia.org/wiki/?curid=10689543,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Fosun International,13292544,https://en.wikipedia.org/wiki/?curid=13292544,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Climate justice,14207810,https://en.wikipedia.org/wiki/?curid=14207810,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Digital economy,9613511,https://en.wikipedia.org/wiki/?curid=9613511,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Fast fashion,7322279,https://en.wikipedia.org/wiki/?curid=7322279,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Denialism,7746391,https://en.wikipedia.org/wiki/?curid=7746391,1
What are the economic impacts of the COVID-19 pandemic on countries and industries,Quantitative easing,7235622,https://en.wikipedia.org/wiki/?curid=7235622,4
What are the economic impacts of the COVID-19 pandemic on countries and industries,Social media,5897742,https://en.wikipedia.org/wiki/?curid=5897742,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,Trans-Pacific Partnership,3505712,https://en.wikipedia.org/wiki/?curid=3505712,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,Wikipedia,5043734,https://en.wikipedia.org/wiki/?curid=5043734,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Sustainable tourism,4036973,https://en.wikipedia.org/wiki/?curid=4036973,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Price of oil,5137675,https://en.wikipedia.org/wiki/?curid=5137675,1
What are the economic impacts of the COVID-19 pandemic on countries and industries,Confederation of Indian Industry,4635746,https://en.wikipedia.org/wiki/?curid=4635746,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Modern era,4399619,https://en.wikipedia.org/wiki/?curid=4399619,2
What are the economic impacts of the COVID-19 pandemic on countries and industries,Civitas (think tank),4347957,https://en.wikipedia.org/wiki/?curid=4347957,3
What are the economic impacts of the COVID-19 pandemic on countries and industries,Britannia Industries,3044089,https://en.wikipedia.org/wiki/?curid=3044089,5
What are the economic impacts of the COVID-19 pandemic on countries and industries,Politics of climate change,2260887,https://en.wikipedia.org/wiki/?curid=2260887,1
